ID;ART;NAME;FNAME;PARENT;EDIZM;VEDIZM;OEDIZM;VN;NDA;SZ;PROIZV;STRANA;OPIS;KOMMENT;PR;UPAK;IDS;KO;SO;FILES;
1455;863;Дверное полотно остекленное, грунтованное 800х2000;Дверное полотно остекленное, грунтованное 800х2000;125000043;шт.;13;0;1;1;0;;россия;Каркас из твердых пород дерева, сотовое заполнение гофрокартоном для  звукоизоляции.Есть оптовые цены!;;0;0;0;0;0;;
3213888;75445;Нетканый укрывной материал СУФ 42 3,2м ( 26428 );Нетканый укрывной материал СУФ 42 3,2м ( 26428 );2607589;п.м.;0;0;1;1;0;;;Укрывные нетканые материалы применяются в приусадебном и сельском хозяйстве во  время устройства дугообразных парников и каркасных теплиц. Предназначены для защиты  высаженных в грунте растений от птиц и насекомых, а также от резких колебаний  температур и других агресивных явлений погоды. СУФ 42 предназначендля, в первую  очередь, для укрытия теплиц, защиты от вымерзания саженцев кустов и деревьев в зимний  период.   Воздухо-, водо-, светопроницаемость, низкая теплопроводность материала обеспечивают  благоприятный микроклимат для роста растений. Применение СУФ 42 увеличивает срок  вегетации и ускоряет созревание плодов в климатических условиях России.;;0;0;0;250;0;3213888_63578008238759.jpg;
1227061;30524;Дюбель 8х40;Дюбель 8х40;200005312;шт.;0;0;1;1;0;;Россия;;;0;0;0;0;0;1227061_63583433838171.jpg;
2048;20337;Клей для холодной сварки линолеума Werner Muller тип  А (острый) (44г);Клей для холодной сварки линолеума Werner Muller тип  А (острый) (44г);8617;шт.;0;0;1;1;0;;германия;Для сплавления покрытий полов из ПВХ с плотно резаным швом (резка внахлёст)  На 25 метров шва.;;0;0;0;0;0;2048_63578077547005.jpg;
2593;21234;Дверное полотно  глухое грунтованное 600х2000;Дверное полотно  глухое грунтованное 600х2000;125000043;шт.;7;0;1;1;0;;Россия;Каркас из твёрдых пород дерева, сотовое заполнение гофро-картоном для звукоизоляции.  Есть оптов. цены!;;0;0;0;0;0;2593_63508024248781.jpg;
3017898;65917;Профиль стыкоперекрывающий ПС 01.900.092(вишня);Профиль стыкоперекрывающий ПС 01.900.092(вишня);2574709;шт.;0;0;1;1;0;;Россия;;;0;0;0;5;0;;
3096;22045;Дверное полотно  глухое грунтованное 800х2000;Дверное полотно  глухое грунтованное 800х2000;125000043;шт.;12;0;1;1;0;;Россия;Каркас из твёрдых пород дерева, сотовое заполнение гофро-картоном для  звукоизоляции.Есть оптов. цены!;;0;0;0;0;0;3096_63508024305484.jpg;
3887;24870;Дверное полотно  глухое грунтованное 700х2000;Дверное полотно  глухое грунтованное 700х2000;125000043;шт.;9;0;1;1;0;;Россия;Каркас из твёрдых пород дерева, сотовое заполнение гофро-картоном для  звукоизоляции.Есть оптов. цены!;;0;0;0;0;0;3887_63508024299109.jpg;
3016018;467035;Компакт "Анимо" косой  сиденье дюропласт;Компакт "Анимо" косой  сиденье дюропласт;200005109;шт.;25;0;1;1;0;;;В комплекте:компакт,бачок,  арматура н/п , стульчак. Косой выпуск, круговой смыв.;;0;0;0;0;0;3016018_63501278720484.jpg;
1978141;5113;Саморезы для крепления ГВЛ 3,9*30 уменьшенная головка;Саморезы для крепления ГВЛ 3,9*30 уменьшенная головка;1221754;кг.;1;0;1;1;0;;Россия;Саморезы для крепления ГВЛ 3,9*30 уменьшенная головка с насечками для раззенковки,  двухзаходная резьба;;0;0;0;5,17;0;1978141_63397438644421.jpg;
1221008;27014;Клей для плитки ''Старатели-Стандарт'' 5кг;Клей для плитки ''Старатели-Стандарт'' 5кг;2608068;шт.;5;0;1;1;0;;Россия;Для внутренних работ. Перед применением изучи инструкцию.;;0;0;0;6;0;1221008_63387401415140.jpg;
3065186;43372;Компакт "Цезарь" н/п;Компакт "Цезарь" н/п;200005109;шт.;30;0;1;1;0;;;В комплекте: компакт, сиденье дюропласт.,арматура для нижней подводки  воды, . Горизонтальный  выпуск,  круговой смыв. Вес-26 кг.;;0;0;0;0;0;3065186_63501281827796.jpg;
3065646;43602;Дюбель фасадный, сердечник п/проп. KI-10х120мм;Дюбель фасадный, сердечник п/проп. KI-10х120мм;200005312;шт.;0;0;1;1;0;;Германия;;;0;0;0;926;0;3065646_63583434677781.jpg;
1428883;31387;Саморезы с прессшайбой 4,2х13мм острый наконечник;Саморезы с прессшайбой 4,2х13мм острый наконечник;1221754;кг.;1;0;1;1;0;;тайвань;Саморезы для гипсокарт. профилей 4,2х13мм. острый  до 1мм(без предв.  сверления)полусферическая головка с прессшайбой, цинк;;0;0;0;33,1521;0;1428883_63397438908343.jpg;
1436372;35552;Металло- рамный анкер 10х152мм;Металло- рамный анкер 10х152мм;200005311;шт.;0;0;1;1;0;;польша;;;0;0;0;34;0;1436372_63398203828906.jpg;
3215018;76007;Мойка U-110-302 песочная;Мойка U-110-302 песочная;2609373;шт.;2;0;1;1;0;;Россия;;;0;0;0;1;0;3215018_63588811856072.jpg 3215018_63588811861091.jpg 3215018_63588811869888.jpg;
1430877;32303;Тюльпан "Бореаль-60" с отв.;Тюльпан "Бореаль-60" с отв.;200005111;шт.;21;0;1;1;0;;;Срок безопасной службы 10 лет Вес 20,2 кг;;0;0;0;0;0;;
3215020;76008;Смеситель U-006-302 песочный;Смеситель U-006-302 песочный;2609374;шт.;2;0;1;1;0;;Россия;;;0;0;0;1;0;3215020_63588813189549.jpg 3215020_63588813193218.jpg;
3221242;79119;Краска в/д Export-2 глубокоматовая BС для стен и потолков 9л;Краска в/д Export-2 глубокоматовая BС для стен и потолков 9л;2609285;шт.;9;0;1;1;0;;;Легко наносится, быстро высыхает на поверхности, не имеет резкого запаха, образует  покрытие с высокой укрывистостью, блалагодаря  чему скрывает небольшие дефекты  поверхности, придавая  потолку отличный декоративный вид. Легко наносится, без разбрызгиваний и подтеков, не  оставляя следов от инструмента. Устойчива к влажной уборке БЕЗ применения моющих  средств. Использовать в помещениях с низкой эксплуатацинной нагрузкой (спальня,  кабинет, гостиная, холл, гардеробная). Пригодня для применения в детских и  лечебно-профилактических учреждениях.;;0;0;0;0;0;3221242_63611008753230.jpg;
2991626;14487;Сиденье к компакту "Сенатор";Сиденье к компакту "Сенатор";200005110;шт.;1;0;1;1;0;;;Вес-3кг.;;0;0;0;3;0;;
1430879;32304;Тюльпан "Бриз-60" с отв.;Тюльпан "Бриз-60" с отв.;200005111;шт.;20;0;1;1;0;;;Срок безопасной службы 10 лет. Вес 22,8 кг.;;0;0;0;0;0;;
3016020;467036;Компакт "Анимо" прямой сиденье дюропласт;Компакт "Анимо" прямой сиденье дюропласт;200005109;шт.;25;0;1;1;0;;;В комплекте:компакт,бачок,  арматура н/п , стульчак.Прямой выпуск, круговой смыв.;;0;0;0;0;0;3016020_63501278730859.jpg;
3068548;45053;Пена монтажная ''MAKROFLEX PRO" профессиональная, 750мл;Пена монтажная ''MAKROFLEX PRO" профессиональная, 750мл;2584825;шт.;1;0;1;1;0;;;Перед использованием см. инструкцию, есть оптовые цены. До -10 С;;0;0;0;56;0;3068548_63385256598500.jpg;
1225172;29239;Дюбель с шурупом 6х40мм;Дюбель с шурупом 6х40мм;200005312;шт.;0;0;1;1;0;;польша;;;0;0;0;1670;0;1225172_63583433976656.jpg;
1225309;29308;Подложка 2 мм (рулон50х1,05м);Подложка 2 мм (рулон50х1,05м);8618;п.м.;0;0;1;1;0;;россия;Тощина подложки 2мм;;0;0;0;236,4;0;1225309_63596328875101.jpg;
1225174;29240;Дюбель с шурупом 6х60мм;Дюбель с шурупом 6х60мм;200005312;шт.;0;0;1;1;0;;польша;;;0;0;0;1808;0;1225174_63583434037187.jpg;
1225176;29241;Дюбель с шурупом 6х80мм;Дюбель с шурупом 6х80мм;200005312;шт.;0;0;1;1;0;;польша;;;0;0;0;108;0;1225176_63583434118812.jpg;
3221276;79136;Умывальник "Престиж" (635*464) с пьедесталом синий;Умывальник "Престиж" (635*464) с пьедесталом синий;2610549;шт.;30;0;1;1;0;;;;;0;0;0;0;0;3221276_63590866920318.jpg;
3221278;79137;Умывальник "Престиж" (635*464) с пьедесталом зеленый;Умывальник "Престиж" (635*464) с пьедесталом зеленый;2610549;шт.;30;0;1;1;0;;;;;0;0;0;0;0;3221278_63590866966515.jpg;
3065188;43373;Умывальник "Бриз-40" л/отв;Умывальник "Бриз-40" л/отв;200005111;шт.;0;0;1;1;0;;;Срок безопасной службы 10 лет.;;0;0;0;0;0;;
3221774;79385;Декоративный камень "Сланец тонкослойный" СТ 2040;Декоративный камень "Сланец тонкослойный" СТ 2040;2609416;кв.м.;0;0;1;1;0;;;Материал - гипсовый камень для внутренней отделки. Монтаж декоративного камня  производится на жидкие гвозди , так же возможен монтаж на плиточный клей и гипсовый  клей;;0;0;0;0;0;;
1225324;29316;Грунтовка  "Универсальная", 10л. (72шт/подд);Грунтовка  "Универсальная", 10л. (72шт/подд);1329343;шт.;10;0;1;1;0;;Россия;Для фасадных и внутренних работ. Перед использованием изучи инструкцию. Срок годности  - 12мес.Температура хранения  +5 - +30 градусов;;0;0;0;1;0;1225324_63387397202390.jpg;
1225326;29317;Грунтовка  "Универсальная", 5л. (196шт/подд);Грунтовка  "Универсальная", 5л. (196шт/подд);1329343;шт.;5;0;1;1;0;;Россия;Для фасадных и внутренних работ. Перед использованием изучи инструкцию. Срок годности  -12мес. Темп. хранения +5 - +30 градусов.;;0;0;0;2;0;1225326_63387397316671.jpg;
1225330;29319;Грунтовка  "Универсальная", 1л.;Грунтовка  "Универсальная", 1л.;1329343;шт.;1;0;1;1;0;;Россия;Для  фасадных и внутренних работ.Перед использованием изучи инструкцию. Срок годности  - 12 мес. Темпер. хранения + 5 - + 30 градусов.;;0;0;0;3;0;1225330_63387397304375.jpg;
1226048;29702;Дюбель 6х30;Дюбель 6х30;200005312;шт.;0;0;1;1;0;;Россия;;;0;0;0;1207;0;1226048_63583433693140.jpg;
3228115;82544;Зеркало "ВАРНА" 60, со шкафчиком, Орех;Зеркало "ВАРНА" 60, со шкафчиком, Орех;2610923;шт.;20;0;1;1;0;;;;;0;0;0;0;0;3228115_63623013245136.jpg;
200116761;50780;Плинтус ИДЕАЛ с кабель-каналом и мягким краем (Вишня) 2,5м;Плинтус ИДЕАЛ с кабель-каналом и мягким краем (Вишня) 2,5м;2611100;шт.;0;0;1;1;0;;;Универсальный пластиковый плинтус ИДЕАЛ подходит для всех видов напольных  покрытий, он обладает мягкими краями, как со стороны стен, так и от пола. Благодаря  широкой цветовой гамме, Вы обязательно сможете подобрать плинтус под свой интерьер.  Преимущества пластикового плинтуса ИДЕАЛ с кабель каналом и мягким краем в том, что  он прекрасно укладывается и сглаживает неровности поверхностей. Внутри плинтуса  находится кабель-канал, в котором можно разместить провода. Удобство и простота в  установке позволяет быстро и без особых усилий эксплуатировать данный продукт.  Пластиковый плинтус ИДЕАЛ с кабель каналом и мягким краем монтируется  непосредственно к стене с помощью запатентованной системы крепления дюбель -  гвоздями или с помощью обыкновенных дюбелей и шурупов. Если при эксплуатации  возникнут проблемы, то пластиковый плинтус легко демонтировать, а потом поставить  обратно. По окончании монтажа все крепления скрываются под маскировочной планкой  кабель канала. Легко открывающийся кабель-канал позволяет удобно и просто спрятать  любую проводку, уже после монтажа плинтуса.  Высота 55мм;;0;0;0;0;0;200116761_63398288566187.jpg;
1545582;41223;Панель пластик  (Россия) 2700*250 белая матовая;Панель пластик  (Россия) 2700*250 белая матовая;1431663;шт.;2;0;1;1;0;;россия;Белая .;;0;0;0;31;0;1545582_63575757967406.jpeg;
3216022;76509;Сушилка д/грибов и овощей эл. "Суховей МП" 5 поддонов;Сушилка д/грибов и овощей эл. "Суховей МП" 5 поддонов;2609586;шт.;0;0;1;1;0;;;;;0;0;0;0;0;3216022_63589145701179.jpg;
1428113;31017;Металло- рамный анкер 10х112мм;Металло- рамный анкер 10х112мм;200005311;шт.;0;0;1;1;0;;Тайвань;;;0;0;0;20;0;1428113_63398203814265.jpg;
1428115;31018;Металло- рамный анкер 10х132мм;Металло- рамный анкер 10х132мм;200005311;шт.;0;0;1;1;0;;польша;;;0;0;0;22;0;1428115_63398203822218.jpg;
1428543;31232;Саморезы 025мм  для гипсокартона (750);Саморезы 025мм  для гипсокартона (750);1221754;кг.;1;0;1;1;0;;тайвань;минкол-во 100грамм      в 1 кг-750 шт;;0;0;0;25,426;0;1428543_63397438074140.jpg;
1428929;31410;Саморезы 035мм  для гипсокартона (585);Саморезы 035мм  для гипсокартона (585);1221754;кг.;1;0;1;1;0;;тайвань;в 1 кг-585 шт;;0;0;0;0,77;0;1428929_63397438160343.jpg;
3086005;68742;Затирка Ceresit № 58  тем.-корич. CE 40 "Aquastatic", 2кг;Затирка Ceresit № 58  тем.-корич. CE 40 "Aquastatic", 2кг;2601750;шт.;2;0;1;1;0;;Россия;CE 40 "Aquastatic". Цветная эластичная водоотталкивающая затирка для заполнения швов  плиточных облицовок шириной до 10 мм с противогрибковой защитой MicroProtect.;;0;0;0;0;0;3086005_63558296947265.jpg;
1429237;31564;Саморезы универсальный 5,0*50мм желтый;Саморезы универсальный 5,0*50мм желтый;1221754;кг.;1;0;1;1;0;;РОССИЯ;;;0;0;0;0,0000;0;1429237_63576977394640.jpg;
1435151;34941;Краска "Для стен и потолков Супербелая ", акриловая 14 кг.;Краска "Для стен и потолков Супербелая ", акриловая 14 кг.;1329343;шт.;14;0;1;1;0;;россия;Повешенная белизна, светопрочная, матовая, не отмеливает, допускает влажную уборку,  основной наполнитель-мраморная мука, для внутренних работ.;;0;0;0;0;0;1435151_63387397861625_Краска для стен и потолков Супербелая.jpg;
3065192;43375;Тюльпан "Бриз-50" с отв.;Тюльпан "Бриз-50" с отв.;200005111;шт.;23;0;1;1;0;;;Срок безопасной службы 10 лет. Вес 22,8;;0;0;0;2;0;;
2987374;12758;Саморезы для крепления ГВЛ 3,9*25 уменьшенная головка;Саморезы для крепления ГВЛ 3,9*25 уменьшенная головка;1221754;кг.;1;0;1;1;0;;Россия;Саморезы для крепления ГВЛ 3,9*25 уменьшенная головка с насечками для раззенковки,  двухзаходная резьба;;0;0;0;0,98;0;2987374_63397438632968.jpg;
3220044;78520;Мольберт с больш. пеналом+магн. н-р азбука и мозаика, раб. пов.М1;Мольберт с больш. пеналом+магн. н-р азбука и мозаика, раб. пов.М1;2610029;шт.;0;0;1;1;0;;;;;0;0;0;1;0;3220044_63583444838879.jpg;
1435155;34943;Краска "Для стен и потолков Супербелая ", акриловая 3 кг.;Краска "Для стен и потолков Супербелая ", акриловая 3 кг.;1329343;шт.;3;0;1;1;0;;россия;Повешенная белизна, светопрочная, матовая, не отмеливает, для внутренних работ.;;0;0;0;0;0;1435155_63387397903281.jpg;
1434743;34737;Саморезы для гипсокарт. профилей 3.5x11мм полуцилиндрическая головка;Саморезы для гипсокарт. профилей 3.5x11мм полуцилиндрическая головка;1221754;кг.;1;0;1;1;0;;россия;Саморезы для гипсокарт. профилей 3.5x11мм полуцилиндрическая головка,крестообр.  шлиц,острый, оксид;;0;0;0;3,442;0;1434743_63576977283859.jpg;
1435157;34944;Краска "Фасадная", акриловая  14 кг.;Краска "Фасадная", акриловая  14 кг.;1329343;шт.;14;0;1;1;0;;россия;Белая, светопрочная, матовая, допускает влажную уборку, колеруется водными  пигментными пастами, водостойкая, атмосферостойкая, для внутренних и наружных работ.;;0;0;0;0;0;1435157_63387400041171.jpg;
1980075;6080;Тройник ПП 50*50*90°;Тройник ПП 50*50*90°;1552083;шт.;0;0;1;1;0;;;ТЕХНИЧЕСКИЕ ХАРАКТЕРИСТИКИ:      * Материал корпуса: полипропилен     * Рабочая среда: хозяйственные и фекальные стоки.      * Температура рабочей среды, наибольшая:  не более 95 °С.     * Давление номинальное PN, кг/см2: без давления     * Тип присоединения: раструбный     * ТУ 4926-010-42943419-97;;0;0;0;34;0;1980075_63526073559250.jpg;
1435193;34962;Грунтовка  "Глубокого проникания",  5 л. (196шт/подд);Грунтовка  "Глубокого проникания",  5 л. (196шт/подд);1329343;шт.;5;0;1;1;0;;Россия;Для фасадных и внутренних работ. Перед использованием изучи инструкцию. Срок годности  - 12мес.Температура хранения  +5 - +30 градусов;;0;0;0;3;0;1435193_63387397020250.jpg;
3220032;78514;0125 Смазка для буров 125гр.;0125 Смазка для буров 125гр.;2610475;шт.;0;0;1;1;0;;;;;0;0;0;0;0;;
3072070;46814;Мешок полипропиленовый;Мешок полипропиленовый;2608583;шт.;0;0;1;1;0;;Россия;для мусора;;0;0;0;398;0;3072070_63592081921844.jpg;
1435191;34961;Грунтовка  "Глубокого проникания", 10л. (72шт/подд);Грунтовка  "Глубокого проникания", 10л. (72шт/подд);1329343;шт.;10;0;1;1;0;;Россия;Для фасадных и внутренних работ. Перед использованием изучи инструкцию. Срок годности  - 12мес.Температура хранения  +5 - +30 градусов;;0;0;0;3;0;1435191_63387397034046.jpg;
2984902;11522;Хомут 50;Хомут 50;1552083;шт.;0;0;1;1;0;;;;;0;0;0;68;0;2984902_63526073794625.jpg;
3079212;50381;Тумба/раковина 12 арт. 11 (85) Dreja;Тумба/раковина 12 арт. 11 (85) Dreja;2611182;шт.;7;0;1;1;0;;Россия;Комплектуется раковиной "Dreja 85";;0;0;0;2;0;3079212_63400119155812.jpg;
1439046;37889;Клей обойный KLEO SMART  (виниловые обои) 3-4 рул.;Клей обойный KLEO SMART  (виниловые обои) 3-4 рул.;1551954;шт.;0;0;1;1;0;;Франция;На 3-4 рулона Для всех видов виниловых обоев Время приготовления 7 минут;;0;0;0;0;0;;
1439048;37890;Клей обойный KLEO SMART  (виниловые обои) 7-9 рул.;Клей обойный KLEO SMART  (виниловые обои) 7-9 рул.;1551954;шт.;0;0;1;1;0;;Франция;На 7-9 рулона Для всех видов виниловых обоев Время приготовления 7 минут;;0;0;0;0;0;;
1442946;39839;Компакт "Бриз" н/п;Компакт "Бриз" н/п;200005109;шт.;25;0;1;1;0;;;В комплекте:компакт,бачок,  арматура н/п , стульчак. Косой выпуск, круговой смыв.;;0;0;0;1;0;1442946_63501278847171.jpg 1442946_63501278900937.jpg;
3219552;78274;Декоративный камень "Сланец фигурный СФ 1000;Декоративный камень "Сланец фигурный СФ 1000;2609416;кв.м.;0;0;1;1;0;;;Материал - гипсовый камень для внутренней отделки. Монтаж декоративного камня  производится на жидкие гвозди , так же возможен монтаж на плиточный клей и гипсовый  клей;;0;0;0;0;0;;
3223586;80290;Мангал под крышей "Паук";Мангал под крышей "Паук";2610705;шт.;0;0;1;1;0;;;В комплекте вертел из нержавеющей пищевой стали диаметром 8мм, кочерга и совок.;;0;0;0;0;0;3223586_63599091899535.jpg;
1571493;64177;Решётка на радиатор 3-х секц.;Решётка на радиатор 3-х секц.;2601743;шт.;1;0;1;1;0;;;;;0;0;0;8;0;1571493_63577401463890.jpeg;
3017900;65918;Профиль стыкоперекрывающий ПС 01.900.084(дуб универсальный);Профиль стыкоперекрывающий ПС 01.900.084(дуб универсальный);2574709;шт.;0;0;1;1;0;;Россия;;;0;0;0;2;0;;
3221244;79120;Вешалка настенная метал. с полкой 100см ВСП169 ( Черный );Вешалка настенная метал. с полкой 100см ВСП169 ( Черный );2609936;шт.;2;0;1;1;0;;;;;0;0;0;0;0;3221244_63593303287452.jpg;
1440362;38547;Диск отрезной по металлу"Луга" 125мм (3612-125-2,5);Диск отрезной по металлу"Луга" 125мм (3612-125-2,5);2553518;шт.;0;0;1;1;0;;россия;;;0;0;0;48;0;1440362_63398281178421.jpg 1440362_63398281182156.jpg;
1440370;38551;Диск отрезной по металлу"Луга" 230мм (3612-230-2,5);Диск отрезной по металлу"Луга" 230мм (3612-230-2,5);2553518;шт.;0;0;1;1;0;;россия;;;0;0;0;192;0;1440370_63398281234125.jpg 1440370_63398281237828.jpg;
1440372;38552;Диск отрезной по металлу"Луга" 125мм (3632-125-1,2);Диск отрезной по металлу"Луга" 125мм (3632-125-1,2);2553518;шт.;0;0;1;1;0;;россия;;;0;0;0;240;0;1440372_63398281064015.jpg 1440372_63398281068781.jpg;
3184732;16733;Смеситель д/умывальника с поворотным изливом LeMark "BENEFIT" LM2507C;Смеситель д/умывальника с поворотным изливом LeMark "BENEFIT" LM2507C;2611183;шт.;0;0;1;1;0;;;Аэратор кран буксы с керамическими пламтинами угол поворота 180 градусов гибкая  подводка 1/2 металлические рукоятки;;0;0;0;1;0;;
3221652;79324;Панель листовая МДФ 1220*2440*6 мм Кирпич с тиснением натуральный (1шт=2,98м2) (Алатау);Панель листовая МДФ 1220*2440*6 мм Кирпич с тиснением натуральный (1шт=2,98м2) (Алатау);2610357;шт.;0;0;1;1;0;;;;;0;0;0;2;0;3221652_63592507493968.jpg;
200001655;1575;Клей Момент Cупер гель 3 гр. на карте;Клей Момент Cупер гель 3 гр. на карте;200004990;шт.;0;0;1;1;0;;Россия-Германия;;;0;0;0;13;0;200001655_63385246245890.jpg;
200001661;1578;Клей Момент Марафон 30 мл;Клей Момент Марафон 30 мл;2601404;шт.;0;0;1;1;0;;Россия;Для склеивания обуви и обувных материалов в различном сочетании, кожи, кожзаменителя,  резины, ткани, войлока, пробки, термоэластопласта, пластика, а так же дерева, металла,  ПВХ.;;0;0;0;0;0;200001661_63385247794906.jpg;
3219162;78079;Межвенцовый утеплитель из джута 8*100мм/20м;Межвенцовый утеплитель из джута 8*100мм/20м;2610461;шт.;0;0;1;1;0;;;;;0;0;0;27;0;3219162_63578704914241.jpg;
200001663;1579;Клей Момент-1 50 мл;Клей Момент-1 50 мл;2601404;шт.;0;0;1;1;0;;Россия;Для склеивания в различном сочетании дерева, металла,  резины, кожи, стекла, фарфора,  керамики, жесткого ПВХ, войлока, декоративно-слоистых пластиков. Не подходит для  склеивания посуды, контактирующей с пищей.;;0;0;0;7;0;200001663_63385247571656.jpg;
200001665;1580;Клей Момент-1 30 мл;Клей Момент-1 30 мл;2601404;шт.;0;0;1;1;0;;Россия;Для склеивания в различном сочетании дерева, металла,  резины, кожи, стекла, фарфора,  керамики, жесткого ПВХ, войлока, декоративно-слоистых пластиков. Не подходит для  склеивания посуды, контактирующей с пищей.;;0;0;0;5;0;200001665_63385247563109.jpg;
3176400;12190;Поддон для душа 700х700х150;Поддон для душа 700х700х150;2610927;шт.;6;0;1;1;0;;;;;0;0;0;0;0;3176400_63604184643883.jpg;
3228117;82545;Зеркало "ВАРНА" 75, со шкафчиком, Орех;Зеркало "ВАРНА" 75, со шкафчиком, Орех;2610923;шт.;20;0;1;1;0;;;;;0;0;0;0;0;3228117_63623013129763.jpg;
3219164;78080;Межвенцовый утеплитель из джута 8*120мм/20м;Межвенцовый утеплитель из джута 8*120мм/20м;2610461;шт.;0;0;1;1;0;;;;;0;0;0;38;0;3219164_63578704924709.jpg;
3228123;82548;"Профилюкс" ВД краска PL- 04А акриловая  белая (зелёная эт.)  1,4кг.;"Профилюкс" ВД краска PL- 04А акриловая  белая (зелёная эт.)  1,4кг.;2608542;шт.;1;0;1;1;0;;Россия;Назначение: для окраски стен и потолков в помещениях, не подвергающихся сильным  эксплуатационным нагрузкам. Свойства: образует гладкое  покрытие  на стенах и потолках. Обладает отличной  укрывистостью, экологически чистая , разводится водой, не желтеет. Образует "дышащее"  покрытие. Допускает протирку сухой тканью. Характеристики: Расход: при однослойном покрытии -1 кг. на 6-7 м?;;0;0;0;0;0;3228123_63620336158574.jpeg;
200116763;50781;Заглушка ИДЕАЛ (Вишня) - пара;Заглушка ИДЕАЛ (Вишня) - пара;2601797;шт.;0;0;1;1;0;;;Высота 55мм;;0;0;0;0;0;200116763_63596494040454.jpg 200116763_63596494043891.jpg;
3228435;82704;Ящик почтовый ПРЕМИУМ ( 32404 );Ящик почтовый ПРЕМИУМ ( 32404 );2609505;шт.;0;0;1;1;0;;;;;0;0;0;2;0;;
1571495;64178;Решётка на радиатор 4-х секц.;Решётка на радиатор 4-х секц.;2601743;шт.;1;0;1;1;0;;;;;0;0;0;7;0;1571495_63577401454796.jpeg;
3227401;82187;Линолеум полукомерческий БОНУС 3м Болтон 1;Линолеум полукомерческий БОНУС 3м Болтон 1;2610051;кв.м.;2;0;1;1;0;;Россия;Толщина: 2мм Толщина защитного слоя: 0,4мм;;0;0;0;82,62;0;3227401_63616365884188.jpg;
1444216;40474;Дверное полотно  глухое грунтованное 900х2000;Дверное полотно  глухое грунтованное 900х2000;125000043;шт.;13;0;1;1;0;;Россия;Каркас из твёрдых пород дерева, сотовое заполнение гофро-картоном для  звукоизоляции.Есть оптов. цены!;;0;0;0;0;0;1444216_63508024313343.jpg;
3218130;77563;Антифриз G-12 Felix CARBOX-40, канистра 5кг;Антифриз G-12 Felix CARBOX-40, канистра 5кг;2609578;шт.;0;0;1;1;0;;;;;0;0;0;0;0;3218130_63588904137433.jpg;
3173798;10808;Петля универсальная БУЛАТ ПН100/4 BB-C AB бронза;Петля универсальная БУЛАТ ПН100/4 BB-C AB бронза;2607862;пар;1;0;1;1;0;;Россия;Материал - сталь, покрытие гальваническое многослойное, лак;;0;0;0;0;0;3173798_63499479438281.jpg;
1545052;40958;Профиль угловой внешний для гипсокартона ПВХ, L=3м УШ;Профиль угловой внешний для гипсокартона ПВХ, L=3м УШ;2608834;шт.;0;0;1;1;0;;;Материал ПВХ;;0;0;0;50;0;1545052_63593286628078.jpg;
3231721;84347;Декоративный камень "Сланец тонкослойный" СТ2000;Декоративный камень "Сланец тонкослойный" СТ2000;2609416;кв.м.;0;0;1;1;0;;;Материал - гипсовый камень для внутренней отделки. Монтаж декоративного камня  производится на жидкие гвозди , так же возможен монтаж на плиточный клей и гипсовый  клей;;0;0;0;0;0;;
3177356;12715;Плинтус ИДЕАЛ с кабель-каналом и мягким краем (Дуб северный) 2,5м;Плинтус ИДЕАЛ с кабель-каналом и мягким краем (Дуб северный) 2,5м;2611096;шт.;0;0;1;1;0;;;;;0;0;0;28;0;3177356_63486604628515.jpg 3177356_63486604633234.jpg;
3074342;47950;Линолеум остатки;Линолеум остатки;2609859;кв.м.;2;0;1;1;0;;Россия;;;0;0;0;70,9557;0;;
3231755;84364;Арочный блок "Портал Люкс" ПВХ венге  1000*90*2100;Арочный блок "Портал Люкс" ПВХ венге  1000*90*2100;2608061;шт.;0;0;1;1;0;;;;;0;0;0;0;0;;
1571497;64179;Решётка на радиатор 5-и секц.;Решётка на радиатор 5-и секц.;2601743;шт.;1;0;1;1;0;;;;;0;0;0;5;0;1571497_63577401442375.jpeg;
1567234;62049;Дюбель с шурупом 8х60мм;Дюбель с шурупом 8х60мм;200005312;шт.;0;0;1;1;0;;польша;;;0;0;0;206;0;1567234_63583434529781.jpg;
1567236;62050;Дюбель с шурупом 8х80мм;Дюбель с шурупом 8х80мм;200005312;шт.;0;0;1;1;0;;Тайвань;;;0;0;0;224;0;1567236_63583434548421.jpg;
3068146;44852;Панель пластик №231 "СтройМатериал";Панель пластик №231 "СтройМатериал";2601312;шт.;1;0;1;1;0;;Россия;;;0;0;0;0;0;3068146_63588368761218.jpg;
1568020;62442;Компакт "Сенатор" н/п, дв/сл;Компакт "Сенатор" н/п, дв/сл;200005109;шт.;30;0;1;1;0;;;В комплекте: компакт, сиденье дюропласт.,арматура для нижней подводки  воды, двойной слив. Горизонтальный  выпуск,  круговой смыв. Вес-26 кг.;;0;0;0;0;0;1568020_63501281673953.jpg;
1568022;62443;Тюльпан "Сенатор-60" с  отв.;Тюльпан "Сенатор-60" с  отв.;200005111;шт.;21;0;1;1;0;;;Срок безопасной службы 10 лет. Вес 22,8;;0;0;0;0;0;;
1568648;62756;Клей обойный KLEO EXTRA (флизелиновые обои);Клей обойный KLEO EXTRA (флизелиновые обои);1551954;шт.;0;0;1;1;0;;Франция;Время приготовления 5 минут. На площадь от 30 кв.м. для флизелиновых обоев;;0;0;0;0;0;;
